ID,PROGRAMA,N_PERIODOS,SECUENCIA_ESTADOS,SECUENCIA_TRANSICIONES,ESTADO_FINAL_PRED,ESTADO_FINAL_REAL
T00064953,INGENIERIA CIVIL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular,aaaaaaaabac,Grado,Grado
T00064954,INGENIERIA MECANICA,3,Primera vez en una carrera → Continuo regular → Continuo regular,aac,Grado,Grado
T00064955,COMUNICACION SOCIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00064956,INGENIERIA CIVIL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → PAP,aaaabaabc,Grado,Grado
T00064957,CONTADURIA PUBLICA,4,Primera vez en una carrera → Primera vez en una carrera → Continuo regular → Continuo regular,baac,Grado,Grado
T00064959,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00064961,INGENIERIA MECATRONICA,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular,aaaaaabaaac,Grado,Grado
T00064962,DERECHO,1,Primera vez en una carrera,c,Grado,Grado
T00064963,INGENIERIA CIVIL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00064964,DERECHO,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00064965,INGENIERIA DE SISTEMAS Y COMPU,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00064967,DERECHO,4,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular,aaac,Grado,Grado
T00064969,FINANZAS Y NEGOCIOS INTERNACIO,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00064970,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular,aaaaaaabaac,Grado,Grado
T00064972,DERECHO,5,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP,aaabc,Grado,Grado
T00064976,INGENIERIA DE SISTEMAS Y COMPU,9,Primera vez en una carrera → Continuo regular → PAP → PAT → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,abbaaaaac,Grado,Grado
T00064979,INGENIERIA DE SISTEMAS Y COMPU,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00064980,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00064984,CONTADURIA PUBLICA,1,Primera vez en una carrera,k,Final,Final
T00064987,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00064988,FINANZAS Y NEGOCIOS INTERNACIO,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00064989,INGENIERIA ELECTRONICA,5,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → PAT,aabbc,Grado,Grado
T00064991,FINANZAS Y NEGOCIOS INTERNACIO,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaaaaabc,Grado,Grado
T00064993,INGENIERIA MECATRONICA,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00064994,FINANZAS Y NEGOCIOS INTERNACIO,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00064995,INGENIERIA DE SISTEMAS Y COMPU,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,akaaaaaaac,Grado,Grado
T00064998,ADMINISTRACION DE EMPRESAS,1,Primera vez en una carrera,k,Final,Final
T00065006,INGENIERIA BIOMEDICA,4,Primera vez en una carrera → Continuo regular → PAP → Continuo regular,abac,Grado,Grado
T00065007,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,k,Final,Final
T00065008,INGENIERIA CIVIL,1,Primera vez en una carrera,k,Final,Final
T00065009,INGENIERIA NAVAL,4,Primera vez en una carrera → Continuo regular → Continuo regular → PAP,akbc,Grado,Grado
T00065010,INGENIERIA DE SISTEMAS Y COMPU,4,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular,aaac,Grado,Grado
T00065011,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Recuperación académica → Recuperación académica → Recuperación académica → Recuperación académica,bbeeeeeec,Grado,Grado
T00065012,ECONOMIA,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,akabaaaaac,Grado,Grado
T00065013,INGENIERIA MECANICA,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaabaaabc,Grado,Grado
T00065017,ADMINISTRACION DE EMPRESAS,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → PAP → Continuo regular → PAP → PAT → Continuo regular,aaabababbac,Grado,Grado
T00065020,ADMINISTRACION DE EMPRESAS,2,Primera vez en una carrera → Continuo regular,ac,Grado,Grado
T00065021,INGENIERIA DE SISTEMAS Y COMPU,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Continuo regular → Continuo regular → Continuo regular,aaaaabbaaac,Grado,Grado
T00065024,INGENIERIA DE SISTEMAS Y COMPU,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaaaaaabc,Grado,Grado
T00065026,ADMINISTRACION DE EMPRESAS,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00065027,DERECHO,1,Primera vez en una carrera,k,Final,Final
T00065028,INGENIERIA MECANICA,2,Primera vez en una carrera → Continuo regular,ac,Grado,Grado
T00065031,CONTADURIA PUBLICA,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00065034,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaabaaaaac,Grado,Grado
T00065035,INGENIERIA CIVIL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular,aaaaaaaabac,Grado,Grado
T00065038,CONTADURIA PUBLICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00065040,INGENIERIA MECATRONICA,11,Primera vez en una carrera → PAP → PAT → Recuperación académica → Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,bbeeaaaaaac,Grado,Grado
T00065041,INGENIERIA AMBIENTAL,3,Primera vez en una carrera → Continuo regular → Continuo regular,aac,Grado,Grado
T00065044,INGENIERIA CIVIL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Recuperación académica → Continuo regular → Continuo regular,aaaaabbeaac,Grado,Grado
T00065047,CONTADURIA PUBLICA,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Continuo regular → Continuo regular → PAP → Continuo regular → PAP,aaabbaababc,Grado,Grado
T00065048,INGENIERIA NAVAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → PAP → Continuo regular → PAP → PAT → Continuo regular,aaabababbac,Grado,Grado
T00065050,INGENIERIA ELECTRONICA,1,Primera vez en una carrera,c,Grado,Grado
T00065053,INGENIERIA ELECTRONICA,11,Primera vez en una carrera → PAP → Primera vez en una carrera → Continuo regular → PAP → Continuo regular → Continuo regular → PAP → PAT → Continuo regular → Continuo regular,bbabaabbaac,Grado,Grado
T00065059,DERECHO,1,Primera vez en una carrera,k,Final,Final
T00065062,INGENIERIA INDUSTRIAL,8,Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Primera vez en una carrera → Continuo regular → Continuo regular,bbeeeaac,Grado,Grado
T00065065,INGENIERIA CIVIL,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00065066,FINANZAS Y NEGOCIOS INTERNACIO,5,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaac,Grado,Grado
T00065067,INGENIERIA MECATRONICA,6,Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Recuperación académica,bbeeec,Grado,Grado
T00065068,INGENIERIA MECATRONICA,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00065069,INGENIERIA BIOMEDICA,11,Primera vez en una carrera → PAP → PAT → Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,bbeaaaaaabc,Grado,Grado
T00065070,INGENIERIA MECANICA,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → PAP → PAT → Recuperación académica,aaaabaabbec,Grado,Grado
